"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1903131","mononuclear cell differentiation","118/1012","474/18614",2.14728194327295e-46,5.97762392398745e-44,2.68221884843919e-44,"CD4/IL1B/IL2/IL6/IL10/VEGFA/CSF2/NLRP3/CD19/CD8A/LEP/CD28/IL12B/CSF1/ADA/IFNL1/IFNG/IFNA2/IFNA1/CTLA4/PTPN22/KIT/CTNNB1/EP300/CTSL/GAS6/TYRO3/AXL/MERTK/IL4/VCAM1/IFNA21/UBD/ZFPM1/MIR21/ADAM17/PIK3R1/MTOR/BLNK/TREM2/FOS/JUNB/PPARG/EGR1/IL18/IL1A/CD80/CCL19/IFNB1/IL7/IL15RA/IL15/CD79A/CCR7/CD40LG/CR2/CD74/HLA-DRA/RNF41/RHOA/PTPRC/CD27/RELB/FOXP3/RUNX1/KLRC1/STAT3/HLA-DRB1/CD86/BTK/ITGB1/IL21/SOD1/ANXA1/IL2RA/IL23A/AGER/TBX21/LAG3/IL6R/ATM/PRTN3/TP53/IL27/CCR6/HMGB1/HLA-B/LGALS1/LGALS9/SYK/TLR9/F2RL1/HHEX/CHD7/AP3B1/B2M/HDAC9/BRAF/IRF1/CD46/PAX5/RORC/RPS6/IFNA17/BAK1/FCGR2B/AICDA/CSF1R/RIPK3/TNFRSF9/CCR9/APCS/BCL6/SOCS1/ERBB2/IFI16/PRKDC/IL7R",118
"BP","GO:0046651","lymphocyte proliferation","95/1012","306/18614",2.35034877384933e-46,6.24551769632871e-44,2.80242542795814e-44,"TLR4/IL1B/IL2/IL6/IL10/EPO/PYCARD/CD19/LEP/CD28/IL12B/KITLG/ADA/IFNA2/IFNA1/CTLA4/PTPN22/CTNNB1/IL4/CD274/VCAM1/IFNA21/TNFRSF13B/EBI3/IDO1/MIR21/IGF1/AHR/IL18/IL1A/FCGR3A/CD80/AIF1/CCL19/SFTPD/IFNB1/CD38/IL7/IL15/CD79A/IL13/IL5/CD40LG/CR2/CD74/CCL5/PTPRC/CD70/CASP3/FOXP3/HLA-A/HLA-DRB1/CD86/BTK/IL21/CD22/ANXA1/IL2RA/IL23A/AGER/MIF/HAVCR2/ATM/DOCK8/ELF4/TYK2/TP53/IL27/HMGB1/CDKN1A/LGALS3/LGALS9/PDCD1LG2/IMPDH2/PRNP/SYK/TLR9/CD81/IRF1/MSN/CD46/P2RX7/PLA2G2A/RPS6/IFNA17/FCGR2B/ICOSLG/RIPK3/TNFRSF9/BCL6/ERBB2/ITCH/PELI1/IL7R/PDE5A",95
"BP","GO:0002443","leukocyte mediated immunity","108/1012","401/18614",5.38130194578414e-46,1.36778657282844e-43,6.13739334045496e-44,"ITGAM/TLR4/IL1B/IL2/IL6/IL10/TNF/LTA/NLRP3/CD19/CD8A/LEP/CD28/IL12B/ARRB2/IFNA2/KIT/FCGR1A/IL4/TGFB1/PRF1/C3/C1QA/ICAM1/ADAM17/AHR/C1R/TREM2/IL18/FCGR3A/CCL3/MBL2/IFNB1/GZMB/IL13/NOD2/F2/CD40LG/CR2/CD74/HLA-DRA/ACE/TRAF2/SERPING1/C4BPA/BST2/ELANE/PTPRC/CD27/CD70/FOXP3/C4B/HLA-C/KLRC1/KLRC2/KLRK1/CX3CR1/RIGI/TLR3/TLR8/HLA-A/HLA-DRB1/BTK/IL21/ITGB2/HPX/IL23A/AGER/LAMP1/TBX21/LAG3/HAVCR2/HLA-DQA1/CCR6/HMGB1/HLA-B/LGALS9/SH2D1B/CLEC7A/SYK/TLR9/F2RL1/NOS2/LYST/STXBP2/UNC13D/B2M/CD81/IL2RB/CD46/P2RX7/FCGR2B/AICDA/KLRB1/RIPK3/BCL6/NCR3/NCR1/KIR3DL1/CD1C/IRAK4/HLA-DOB/NBN/IL7R/CFI/HLA-DQB1/C5/CTSG",108
"BP","GO:0002685","regulation of leukocyte migration","82/1012","227/18614",8.41680137438455e-46,2.05019253477717e-43,9.1994162390203e-44,"APP/IL6/CXCL8/TNF/VEGFA/PYCARD/CSF1/KITLG/ADA/DPP4/NF1/GAS6/IL4/CXCL10/CCL2/SELE/ICAM1/ADAM17/PIK3R1/TREM2/IL1A/DNM1L/CCL4/RARRES2/CCL3/AIF1/CCL19/CCR7/LBP/NOD2/CD74/SELP/ELANE/EDN1/RHOA/CCL5/SERPINE1/THY1/TNFRSF18/C5AR1/CXCR2/CD200/KLRK1/CD47/CX3CR1/CX3CL1/F7/CCL21/PTK2/AKT1/ITGA2/CXCL12/CCL1/ANXA1/IL33/IL23A/AGER/MIF/MIR146A/IL6R/DOCK8/VEGFD/CXCR3/CCR6/HMGB1/LGALS3/LGALS9/CD9/F2RL1/CD81/MCU/SLC8B1/MSN/ADAM10/CD200R1/GP1BA/CSF1R/RIPK3/PLA2G7/CCL20/CCL28/C5",82
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","103/1012","370/18614",2.55676139740713e-45,5.97873085169684e-43,2.68271553782677e-43,"CD4/APP/TXK/IL2/IL6/TNF/VEGFA/EPO/CSF2/LEP/TNFRSF1A/AGT/IL12B/KITLG/ARRB2/IFNL1/IFNG/IFNA2/KIT/RET/FCGR1A/VTN/GAS6/TYRO3/AXL/MERTK/IL4/TGFB1/ADIPOQ/EGFR/CSF3/GH1/IGF1/ADAM17/HGF/MTOR/TREM2/IL18/ANGPT1/CD80/RELN/KDR/ADRA2A/NRP1/IL7/IL15/EREG/IL13/IL5/PECAM1/NOD2/CD74/ACE/CCL5/THY1/PTPRC/SOCS3/TNFRSF18/TEK/FLT1/JAK1/BTK/PTK2/SRC/IL21/ITGB2/HPX/RACK1/IL23A/MIF/MUSK/CD44/MIR146A/IL6R/NCF1/FLT4/TYK2/TP53/ANGPT4/AREG/PDGFRA/CAV1/TGFA/PRNP/SYK/DOCK3/MIR221/INSRR/BANK1/CD81/MAP2K7/SHC1/ACVR1/TSLP/PTPN4/CSF1R/SOCS1/ERBB2/LONP1/OSM/PDGFRB/CSH2/LRP4",103
"BP","GO:0018212","peptidyl-tyrosine modification","103/1012","372/18614",4.42423457731713e-45,9.94772128422921e-43,4.46364071525275e-43,"CD4/APP/TXK/IL2/IL6/TNF/VEGFA/EPO/CSF2/LEP/TNFRSF1A/AGT/IL12B/KITLG/ARRB2/IFNL1/IFNG/IFNA2/KIT/RET/FCGR1A/VTN/GAS6/TYRO3/AXL/MERTK/IL4/TGFB1/ADIPOQ/EGFR/CSF3/GH1/IGF1/ADAM17/HGF/MTOR/TREM2/IL18/ANGPT1/CD80/RELN/KDR/ADRA2A/NRP1/IL7/IL15/EREG/IL13/IL5/PECAM1/NOD2/CD74/ACE/CCL5/THY1/PTPRC/SOCS3/TNFRSF18/TEK/FLT1/JAK1/BTK/PTK2/SRC/IL21/ITGB2/HPX/RACK1/IL23A/MIF/MUSK/CD44/MIR146A/IL6R/NCF1/FLT4/TYK2/TP53/ANGPT4/AREG/PDGFRA/CAV1/TGFA/PRNP/SYK/DOCK3/MIR221/INSRR/BANK1/CD81/MAP2K7/SHC1/ACVR1/TSLP/PTPN4/CSF1R/SOCS1/ERBB2/LONP1/OSM/PDGFRB/CSH2/LRP4",103
"BP","GO:0045785","positive regulation of cell adhesion","117/1012","482/18614",8.6535963850677e-45,1.87366386915207e-42,8.4073146945765e-43,"CD4/IL1B/IL2/IL6/IL10/TNF/VEGFA/EPO/NLRP3/PYCARD/LEP/CD28/IL12B/CSF1/KITLG/ADA/DPP4/IFNG/PTPN22/RET/FGB/VTN/IL4/CCL2/CD274/VCAM1/EBI3/SELE/MIR21/IGF1/IL18/IL1A/ANGPT1/CD80/AIF1/KDR/CCL19/NRP1/IL7/IL15/CCR7/APOA1/SERPINF2/NOD2/CD40LG/CD74/HLA-DRA/TNFSF11/MIP/S100A10/SELP/ELANE/RHOA/CCL5/THY1/PTPRC/CD27/CD70/F11R/TNFRSF18/FOXP3/RUNX1/KLRK1/CD47/TEK/CX3CL1/CCL21/HLA-A/HLA-DRB1/JAK1/CD86/PLAUR/FN1/SRC/AKT1/IL21/ITGB2/ITGA2/ALOX5/CXCL12/ANXA1/IL2RA/IL23A/SAA1/AGER/CD44/HAVCR2/ATM/DOCK8/HLA-DQA1/TYK2/HMGB1/CAV1/TJP1/LGALS1/LGALS9/PDCD1LG2/SYK/UNC13D/AP3B1/B2M/CD81/BRAF/CD46/SMAD3/GP1BA/ICOSLG/UTRN/BCL6/SOCS1/ERBB2/TGM2/HLA-DOB/IL7R/HLA-DQB1/CCL28/CTSG",117
"BP","GO:0030595","leukocyte chemotaxis","83/1012","241/18614",1.73565091213016e-44,3.62379115439747e-42,1.62603085452194e-42,"IL1B/IL6/CXCL8/IL10/VEGFA/CSF1/DPP4/KIT/GAS6/IL4/CXCL10/CCL2/ADAM17/MMP2/CXCR4/CCL11/DNM1L/CCL18/CCL4/RARRES2/CXCL9/CCL3/AIF1/CCL19/SFTPD/CCR7/S100A8/S100A9/LBP/BSG/PF4/NOD2/CD74/TNFSF11/EDN1/CCL5/SERPINE1/C5AR1/CALCA/CXCL16/CXCR2/KLRK1/FLT1/CCR5/CX3CR1/CX3CL1/F7/CCL21/IL16/PTK2/ITGB2/ALOX5/CCL26/CXCL12/TAFA4/CCL1/ANXA1/IL23A/CXCL11/SAA1/MIF/S100A12/IL6R/VEGFD/CXCR5/CCR6/HMGB1/LGALS3/LGALS9/SYK/F2RL1/LYST/MCU/SLC8B1/ADAM10/CCL23/CXCL1/CSF1R/CCL17/PLA2G7/CCL20/C5/CTSG",83
"BP","GO:0051251","positive regulation of lymphocyte activation","96/1012","327/18614",1.83363885221426e-44,3.69636301036019e-42,1.65859456251104e-42,"CD4/TLR4/IL1B/IL2/IL6/IL10/EPO/NLRP3/PYCARD/LEP/CD28/IL12B/KITLG/ADA/DPP4/IFNG/PTPN22/GAS6/AXL/IL4/CCL2/TGFB1/CD274/VCAM1/EBI3/MIR21/IGF1/IL18/IL1A/FCGR3A/CD80/AIF1/CCL19/CD38/IL7/IL15RA/IL15/CCR7/IL13/IL5/NOD2/CD40LG/CD74/HLA-DRA/TNFSF11/RHOA/CCL5/THY1/PTPRC/CD27/CD70/FOXP3/RUNX1/KLRC2/KLRK1/CD47/CCL21/HLA-A/HLA-DRB1/CD86/BTK/SRC/AKT1/IL21/ANXA1/IL2RA/IL23A/AGER/MIF/LAMP1/TBX21/HAVCR2/DOCK8/HLA-DQA1/TYK2/HMGB1/CAV1/CDKN1A/LGALS1/LGALS9/PDCD1LG2/CLEC7A/SYK/TLR9/AP3B1/B2M/CD81/CD46/ICOSLG/BCL6/SOCS1/HLA-DOB/PELI1/PRKDC/IL7R/HLA-DQB1",96
"BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","93/1012","311/18614",7.77550563292031e-44,1.51518686433507e-41,6.7987929955219e-42,"CD4/TLR4/IL1B/IL2/IL6/IL10/TNF/LTA/NLRP3/CD19/CD8A/CD28/IL12B/ADA/IFNA2/FCGR1A/IL4/TGFB1/CD274/PRF1/EBI3/C3/C1QA/MIR21/ADAM17/AHR/C1R/MTOR/TREM2/JUNB/IL18/FCGR3A/CD80/MBL2/CCL19/IFNB1/NOD2/CD40LG/CR2/CD74/HLA-DRA/TRAF2/SERPING1/C4BPA/PTPRC/CD27/CD70/RELB/FOXP3/C4B/HLA-C/KLRC1/STAT3/TLR8/HLA-A/HLA-DRB1/BTK/HPX/NOTCH1/ANXA1/IL18BP/IL33/IL23A/AGER/TBX21/HAVCR2/IL6R/HLA-DQA1/TYK2/IL27/CCR6/HMGB1/HLA-B/CLEC7A/UNC13D/B2M/CD81/IL2RB/CD46/P2RX7/RORC/HRAS/FCGR2B/AICDA/RIPK3/BCL6/CD1C/HLA-DOB/NBN/IL7R/CFI/HLA-DQB1/C5",93
"BP","GO:0042060","wound healing","110/1012","439/18614",1.57463448246324e-43,2.88478017901995e-41,1.29442933649958e-41,"INS/TXK/TLR4/IL6/TNF/VEGFA/APOE/MIR17/NF1/FGB/VTN/NFE2L2/GAS6/TYRO3/AXL/MERTK/TGFB1/HIF1A/VWF/COL3A1/IGF1/ADAM17/TIMP1/ADAMTS13/MTOR/PPARG/CXCR4/SMAD4/IL1A/KDR/GPX1/ADRA2A/EREG/S100A8/PF4/SERPINF2/F2/CD40LG/SERPINA1/MAPK14/S100A10/SELP/SERPING1/PROS1/TBXA2R/EDN1/RHOA/MIR34A/SERPINE1/CD34/F11R/CASP3/FGF2/CX3CL1/F7/MIR29A/MIR451A/SLC7A11/F8/SDC1/PLAU/PLAUR/ITGB1/PTK2/SRC/ITGA2/ALOX5/ANXA1/MMP12/PLEK/F10/IL33/SAA1/ABCC8/CD44/NOTCH4/THBD/MCAM/YAP1/PDGFRA/CAV1/TGFA/CDKN1A/OCLN/OPRM1/TSKU/PROC/CD9/CLEC7A/SYK/F2RL1/MIR221/F3/AP3B1/SERPINC1/SMAD3/HRAS/GP1BA/APCS/PLAT/ERBB2/PPARA/ANXA2/PDGFRB/F5/CASP7/KNG1/ANXA5/P2RY1/CTSG",110
"BP","GO:0043410","positive regulation of MAPK cascade","117/1012","495/18614",1.57907912638793e-43,2.88478017901995e-41,1.29442933649958e-41,"CD4/INS/APP/TLR4/IL1B/IL6/TNF/VEGFA/EPO/PYCARD/LEP/KITLG/APOE/ARRB2/PTPN22/KIT/RET/CTNNB1/FGB/GAS6/CCL2/TGFB1/EGFR/MIR21/ICAM1/GH1/IGF1/HGF/TREM2/ADRB2/IL1A/CCL11/CCL18/ANGPT1/CCL4/CCL3/KDR/CCL19/FGF21/ADRA2A/NRP1/CCR7/IAPP/MMP8/SERPINF2/NOD2/CD74/TNFSF11/TRAF2/ELANE/EDN1/GCG/CCL5/PTPRC/CD27/RAMP3/CHI3L1/C5AR1/TEK/FLT1/FGF2/CX3CL1/MIR126/CCL21/TLR3/TLR6/NOD1/HLA-DRB1/GDF15/CDH2/SRC/ADRB3/SOD1/NOTCH1/CCL26/CCL1/AGER/MIF/S100A12/CD44/HAVCR2/FGF4/MIRLET7B/NCF1/FLT4/HMGB1/PDGFRA/TGFA/LGALS9/OPRM1/MOS/SYK/TLR9/F2RL1/MIR221/SPHK1/KISS1/BANK1/CD81/BRAF/MAP2K7/SHC1/P2RX7/CCL23/PLA2G2A/HRAS/FCGR2B/CSF1R/ERBB2/AR/CCL17/XIAP/OSM/PDGFRB/CCL20/P2RY1/PDE5A",117
"BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","71/1012","181/18614",1.40241612360567e-42,2.48440141169658e-40,1.11477543222498e-40,"CD4/IL2/IL6/TNF/VEGFA/EPO/CSF2/LEP/TNFRSF1A/AGT/IL12B/KITLG/ARRB2/IFNL1/IFNG/IFNA2/KIT/FCGR1A/VTN/GAS6/IL4/TGFB1/ADIPOQ/CSF3/GH1/IGF1/ADAM17/HGF/MTOR/TREM2/IL18/ANGPT1/CD80/RELN/ADRA2A/NRP1/IL15/EREG/IL13/IL5/PECAM1/NOD2/CD74/ACE/CCL5/PTPRC/TNFRSF18/SRC/IL21/HPX/IL23A/MIF/CD44/IL6R/NCF1/TP53/ANGPT4/AREG/TGFA/PRNP/SYK/DOCK3/MIR221/BANK1/CD81/ACVR1/TSLP/CSF1R/OSM/CSH2/LRP4",71
"BP","GO:0022409","positive regulation of cell-cell adhesion","93/1012","321/18614",1.51671673952152e-42,2.60786060565964e-40,1.17017279098688e-40,"CD4/IL1B/IL2/IL6/IL10/TNF/EPO/NLRP3/PYCARD/LEP/CD28/IL12B/KITLG/ADA/DPP4/IFNG/PTPN22/FGB/IL4/CCL2/CD274/VCAM1/EBI3/SELE/MIR21/IGF1/IL18/IL1A/CD80/AIF1/CCL19/IL7/IL15/CCR7/SERPINF2/NOD2/CD40LG/CD74/HLA-DRA/TNFSF11/SELP/ELANE/RHOA/CCL5/THY1/PTPRC/CD27/CD70/F11R/FOXP3/RUNX1/KLRK1/CD47/CX3CL1/CCL21/HLA-A/HLA-DRB1/JAK1/CD86/PLAUR/SRC/AKT1/IL21/ITGB2/ALOX5/ANXA1/IL2RA/IL23A/AGER/CD44/HAVCR2/DOCK8/HLA-DQA1/TYK2/HMGB1/CAV1/TJP1/LGALS1/LGALS9/PDCD1LG2/SYK/AP3B1/B2M/CD81/CD46/GP1BA/ICOSLG/BCL6/SOCS1/HLA-DOB/IL7R/HLA-DQB1/CTSG",93
"BP","GO:0097529","myeloid leukocyte migration","81/1012","241/18614",1.63902454505464e-42,2.7376392829684e-40,1.22840576429358e-40,"IL1B/IL6/CXCL8/VEGFA/CSF1/KITLG/DPP4/KIT/NF1/IL4/CXCL10/CCL2/IL17A/MMP2/PIK3R1/TREM2/IL1A/CCL11/DNM1L/CCL18/CCL4/RARRES2/CXCL9/CCL3/AIF1/CCL19/SFTPD/CCR7/S100A8/S100A9/LBP/BSG/PF4/PECAM1/NOD2/CD74/TNFSF11/EDN1/CCL5/SERPINE1/C5AR1/CALCA/CXCR2/CD200/CD47/FLT1/CX3CR1/CX3CL1/CCL21/PTK2/ITGB2/CCL26/CXCL12/TAFA4/CCL1/ANXA1/IL23A/CXCL11/SAA1/AGER/MIF/S100A12/IL6R/VEGFD/PRTN3/HMGB1/LGALS3/CD9/SYK/CD81/MCU/CCL23/CD200R1/CXCL1/CSF1R/CCL17/IRAK4/PLA2G7/CCL20/C5/CTSG",81
"BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","83/1012","255/18614",2.51537736806657e-42,4.08469335936588e-40,1.8328422225795e-40,"CD4/APP/IL2/IL6/TNF/VEGFA/EPO/CSF2/LEP/TNFRSF1A/AGT/IL12B/KITLG/ARRB2/IFNL1/IFNG/IFNA2/KIT/FCGR1A/VTN/GAS6/IL4/TGFB1/ADIPOQ/EGFR/CSF3/GH1/IGF1/ADAM17/HGF/MTOR/TREM2/IL18/ANGPT1/CD80/RELN/ADRA2A/NRP1/IL7/IL15/EREG/IL13/IL5/PECAM1/NOD2/CD74/ACE/CCL5/THY1/PTPRC/SOCS3/TNFRSF18/SRC/IL21/ITGB2/HPX/RACK1/IL23A/MIF/CD44/MIR146A/IL6R/NCF1/TP53/ANGPT4/AREG/CAV1/TGFA/PRNP/SYK/DOCK3/MIR221/BANK1/CD81/SHC1/ACVR1/TSLP/CSF1R/SOCS1/LONP1/OSM/CSH2/LRP4",83
"BP","GO:0032944","regulation of mononuclear cell proliferation","81/1012","243/18614",3.33527806091093e-42,5.26973933623926e-40,2.36458404773543e-40,"TLR4/IL1B/IL2/IL6/IL10/EPO/PYCARD/CRP/LEP/CD28/IL12B/CSF1/KITLG/ADA/CTLA4/PTPN22/CTNNB1/IL4/CD274/VCAM1/TNFRSF13B/EBI3/IDO1/MIR21/IGF1/AHR/IL18/IL1A/FCGR3A/CD80/AIF1/CCL19/SFTPD/CD38/IL7/IL15/IL13/IL5/CD40LG/CD74/CCL5/PTPRC/CD70/CASP3/FOXP3/HLA-A/HLA-DRB1/CD86/BTK/IL21/CD22/ANXA1/IL2RA/IL23A/AGER/MIF/HAVCR2/ATM/TYK2/IL27/HMGB1/CDKN1A/LGALS3/LGALS9/PDCD1LG2/PRNP/SYK/TLR9/CD81/IRF1/CD46/PLA2G2A/FCGR2B/ICOSLG/RIPK3/TNFRSF9/BCL6/ERBB2/ITCH/PELI1/PDE5A",81
"BP","GO:0010720","positive regulation of cell development","107/1012","432/18614",7.83613801980477e-42,1.20552797009944e-39,5.40932297655221e-40,"CD4/MAPT/IL1B/IL2/IL6/IL10/TNF/LTA/VEGFA/NLRP3/NEFL/GFAP/IL12B/CSF1/KITLG/ADA/IFNG/KIT/KRAS/RET/CTNNB1/BDNF/GAS6/AXL/IL4/IL17A/TGFB1/ADIPOQ/HIF1A/TLR2/CDH5/MIR21/TSPO/WNT3/PLXNA4/MTOR/TREM2/FOS/IL18/CXCR4/CD80/RELN/CCL19/CLDN5/NRP1/IL7/IL15RA/IL15/IL5/PF4/CD74/HLA-DRA/TNFSF11/ACE/MIR145/MIR486-1/RHOA/PTPRC/CD27/CASP8/F11R/FOXP3/NGF/RUNX1/FGF2/CX3CR1/CX3CL1/HLA-DRB1/CD86/BTK/FN1/ITGB1/NOTCH1/CXCL12/MME/ANXA1/IL2RA/IL33/IL23A/ASPM/AGER/NUMB/NUMBL/HMGB1/LGALS9/OPRM1/PROC/CLEC7A/SYK/PLXNB1/PLXNA2/MIR221/AP3B1/BRAF/AURKA/CD46/SPEN/BMPR2/BCL6/SOCS1/TGM2/PRKDC/IL7R/RNF112/FOXG1/PDE5A/RB1",107
"BP","GO:0001818","negative regulation of cytokine production","99/1012","371/18614",8.80249617479986e-42,1.31947160609949e-39,5.92059931649157e-40,"TLR4/IL6/IL10/TNF/NLRP3/PYCARD/IL12B/NFKB1/ARRB2/MIR17/MIR215/IFNL1/IFNG/IFNA2/PTPN22/GAS6/AXL/MERTK/IL4/TGFB1/ADIPOQ/CD274/MIR195/ZFPM1/IDO1/MIR21/TSPO/IGF1/HGF/TREM2/ANGPT1/FURIN/SFTPD/IFNB1/CCR7/IL13/LBP/APOA1/MMP8/APOA2/NOD2/F2/MIR200C/MIR145/MIR20A/BST2/ELANE/MIR34A/MIR132/MIR155/PTPRC/CD34/RELB/FOXP3/MEFV/CD200/CX3CR1/CX3CL1/MIR320A/TLR8/TLR6/HLA-DRB1/BTK/FN1/AQP4/ANXA1/POMC/IL33/IL23A/AGER/TBX21/LAG3/HAVCR2/MIR146A/MIR31/ELF4/HMGB1/TIGIT/LGALS9/TSKU/PDCD1LG2/PRNP/TLR9/F2RL1/GSTP1/MIR221/BANK1/HDAC9/OAS1/DDIT3/CD200R1/FCGR2B/TWIST1/BCL6/ITCH/PPARA/PLA2G10/DHX58/IL37",99
"BP","GO:0050670","regulation of lymphocyte proliferation","79/1012","239/18614",7.15208191588484e-41,1.04527677200657e-38,4.69026003536448e-39,"TLR4/IL1B/IL2/IL6/IL10/EPO/PYCARD/LEP/CD28/IL12B/KITLG/ADA/CTLA4/PTPN22/CTNNB1/IL4/CD274/VCAM1/TNFRSF13B/EBI3/IDO1/MIR21/IGF1/AHR/IL18/IL1A/FCGR3A/CD80/AIF1/CCL19/SFTPD/CD38/IL7/IL15/IL13/IL5/CD40LG/CD74/CCL5/PTPRC/CD70/CASP3/FOXP3/HLA-A/HLA-DRB1/CD86/BTK/IL21/CD22/ANXA1/IL2RA/IL23A/AGER/MIF/HAVCR2/ATM/TYK2/IL27/HMGB1/CDKN1A/LGALS3/LGALS9/PDCD1LG2/PRNP/SYK/TLR9/CD81/IRF1/CD46/PLA2G2A/FCGR2B/ICOSLG/RIPK3/TNFRSF9/BCL6/ERBB2/ITCH/PELI1/PDE5A",79
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","84/1012","273/18614",1.06228477828686e-40,1.51466263752804e-38,6.79644073810229e-39,"CD4/IL1B/IL2/IL6/TNF/EPO/NLRP3/PYCARD/LEP/CD28/IL12B/KITLG/ADA/DPP4/IFNG/PTPN22/IL4/CCL2/CD274/VCAM1/EBI3/SELE/MIR21/IGF1/IL18/IL1A/CD80/AIF1/CCL19/IL7/IL15/CCR7/NOD2/CD40LG/CD74/HLA-DRA/TNFSF11/SELP/ELANE/RHOA/CCL5/THY1/PTPRC/CD27/CD70/FOXP3/RUNX1/KLRK1/CD47/CCL21/HLA-A/HLA-DRB1/CD86/SRC/AKT1/IL21/ITGB2/ALOX5/ANXA1/IL2RA/IL23A/AGER/CD44/HAVCR2/DOCK8/HLA-DQA1/TYK2/HMGB1/CAV1/LGALS1/LGALS9/PDCD1LG2/SYK/AP3B1/B2M/CD81/CD46/GP1BA/ICOSLG/BCL6/SOCS1/HLA-DOB/IL7R/HLA-DQB1",84
"BP","GO:0002253","activation of immune response","113/1012","495/18614",1.83610752884701e-40,2.55568681277134e-38,1.14676189520971e-38,"TXK/TLR4/IL1B/TNF/NLRP3/PYCARD/CD19/CD8A/MOG/CD28/A2M/NFKB1/ARRB2/ADA/MIR17/CTLA4/PTPN22/CFP/EP300/TYRO3/TLR2/IFIH1/CFB/IGHG3/C3/C1QA/C1R/IKBKG/BLNK/TREM2/MBL2/CASP1/CD38/CD79A/CCR7/SARM1/LBP/NOD2/IGHA1/CR2/MASP1/SERPING1/C4BPA/CFD/MIR34A/THY1/PTPRC/FOXP3/C4B/C5AR1/CFH/MEFV/KLRC2/KLRK1/CD47/RIGI/TLR3/TLR7/TLR8/TLR1/TLR5/TLR6/NOD1/HLA-A/HLA-DRB1/BTNL2/BTK/PTK2/SRC/CD22/LCP2/IRF3/HAVCR2/MIR146A/FCN3/BCAR1/HMGB1/CAV1/LGALS3/AIM2/CGAS/STING1/CD14/PRNP/CLEC7A/SYK/TLR9/F2RL1/CFHR1/BANK1/AP3B1/CD8B/CD81/BRAF/IRF1/OAS1/CD46/HRAS/FCGR2B/ICOSLG/NCR3/ITCH/XIAP/IRAK4/IFI16/PELI1/DHX58/ZBP1/FCN1/PRKDC/CFI/HLA-DQB1/C5",113
"BP","GO:0030098","lymphocyte differentiation","104/1012","422/18614",1.89813715420525e-40,2.56190548704703e-38,1.14955227572991e-38,"CD4/IL1B/IL2/IL6/IL10/NLRP3/CD19/CD8A/LEP/CD28/IL12B/ADA/IFNL1/IFNG/IFNA2/IFNA1/CTLA4/PTPN22/KIT/CTNNB1/EP300/CTSL/GAS6/TYRO3/AXL/MERTK/IL4/VCAM1/IFNA21/ZFPM1/MIR21/ADAM17/PIK3R1/MTOR/BLNK/JUNB/EGR1/IL18/IL1A/CD80/CCL19/IFNB1/IL7/IL15RA/IL15/CD79A/CCR7/CD40LG/CR2/CD74/HLA-DRA/RNF41/RHOA/PTPRC/CD27/RELB/FOXP3/RUNX1/KLRC1/STAT3/HLA-DRB1/CD86/BTK/ITGB1/IL21/SOD1/ANXA1/IL2RA/IL23A/TBX21/LAG3/IL6R/ATM/TP53/IL27/CCR6/HMGB1/LGALS1/LGALS9/SYK/TLR9/HHEX/CHD7/AP3B1/B2M/HDAC9/BRAF/IRF1/CD46/PAX5/RORC/RPS6/IFNA17/BAK1/FCGR2B/AICDA/RIPK3/TNFRSF9/CCR9/BCL6/SOCS1/ERBB2/PRKDC/IL7R",104
"BP","GO:0033674","positive regulation of kinase activity","105/1012","430/18614",1.92822171450683e-40,2.56190548704703e-38,1.14955227572991e-38,"CD4/INS/MAPT/TLR4/IL1B/TNF/VEGFA/EPO/CD19/LEP/SNCA/AGT/IL12B/CSF1/KITLG/IFNG/KIT/RET/FCGR1A/GAS6/TYRO3/AXL/MERTK/IL4/TGFB1/ADIPOQ/EGFR/MIR21/GH1/IGF1/ADAM17/MTOR/SIRT1/TREM2/ADRB2/EGR1/IL18/TXN/PINK1/ANGPT1/RELN/KDR/CCL19/ADRA2A/CCR7/EREG/NOD2/F2/CD74/TNFSF11/ACE/TRAF2/ELANE/EDN1/RHOA/GCG/CCL5/PTPRC/CHI3L1/CALCA/TEK/FLT1/FGF2/CCL21/TLR3/TLR6/HLA-DRB1/CD86/PTK2/SRC/AKT1/LCP2/IL23A/AGER/MIF/MUSK/S100A12/IL6R/NCF1/FLT4/TCIM/AREG/PDGFRA/TGFA/CDKN1A/DAB1/PKD2/PRNP/SYK/TLR9/DOCK3/INSRR/CD81/ANG/MAP2K7/P2RX7/HRAS/CSF1R/RIPK3/SOCS1/ERBB2/ACSL1/PDGFRB/NBN/PDE5A",105
